first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Elizabeth ,Warren,D,MA,-0.747,Northeast,2019.0,X,14000,2500.0,,want live world clean air water take real action combat climate change im proud join resolution fight planet kid future,opportunity,1,1,admiration,0.3430187404155731,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9533332672817117
Elizabeth ,Warren,D,MA,-0.747,Northeast,2024.0,X,267,80.0,105100,climate change urgent threat also offer real opportunity chance rebuild economy clean energy create million good union job process green bank idea ive fought hard big win,opportunity,1,1,neutral,0.6169821619987488,"energy, climate, american, change, job, green, create, time, union, biden",0.9641025178501245
Eric,Schmitt,R,MO,0.97,Midwest,2024.0,X,38,9.0,2850,biden prioritized woke climate agenda cost taxpayer dollar american job,risk,-1,-1,neutral,0.9531917572021484,"energy, climate, american, change, job, green, create, time, union, biden",0.9066665328578497
Eric,Schmitt,R,MO,0.97,Midwest,2024.0,X,27,15.0,1880,divisive dei policy hurting military recruitment military insistence focusing climate change existential threat china increase shipbuilding capacity ridiculous,risk,-1,-1,disappointment,0.6129403710365295,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.937777694375294
Eric,Schmitt,R,MO,0.97,Midwest,2024.0,X,14,6.0,732,biden doubling climatealarmist agenda responsible shipping job overseas hollowing middle class,risk,-1,-1,neutral,0.9617322087287903,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.844444329769152
Jacky,Rosen,D,NV,-0.248,West,2023.0,X,29,12.0,2528,nevadan know impact climate change state extreme heat deadly drought wildfire im proud receive climate changemaker award leadership combating climate crisis supporting transition clean energy,opportunity,1,1,neutral,0.43690812587738037,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9594202319416096
Jacky,Rosen,D,NV,-0.248,West,2024.0,X,18,5.0,2310,climate crisis real impact nevada proud help secure largest investment history combat climate change support clean energy ca stop must keep taking action protect planet,opportunity,1,1,neutral,0.613921046257019,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.961111046475678
Jacky,Rosen,D,NV,-0.248,West,2024.0,X,25,9.0,2028,nevada continues confront climate crisis critical invest clean energy project reduce emission lower cost family proud secured nearly nevada fund local project increase energy efficiency create job,opportunity,1,1,neutral,0.854613184928894,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.6337320446850182
Jeanne,Shaheen,D,NH,-0.239,Northeast,2022.0,X,9,7.0,,know climate change pose serious threat national security military readiness im pleased taking important action address existential danger climate crisis releasing firstever climate strategy,opportunity,1,1,neutral,0.35904714465141296,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.5454865228104028
Jeanne,Shaheen,D,NH,-0.239,Northeast,2023.0,X,8,6.0,1334,climate change major threat economy environment future generation inaction option must build progress made last congress cut energy cost reduce emission take bold step protect planet,opportunity,1,1,neutral,0.6310556530952454,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9594202219089728
Jeanne,Shaheen,D,NH,-0.239,Northeast,2024.0,X,16,2.0,1710,lake mountain forest new hampshire lucky surrounded much natural beauty renew commitment protecting environment future generation working address existential threat climate change,opportunity,1,1,admiration,0.5867210626602173,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9450979140259593
Jeff,Merkley,D,OR,-0.358,West,2024.0,X,64,14.0,,congratulation becoming oregon kid governor rosie focus climate action fantasticits critical young people like help move toward renewable energy future thank sharing vision state,opportunity,1,1,gratitude,0.9576202630996704,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.948148069823668
Jeff,Merkley,D,OR,-0.358,West,2024.0,X,125,53.0,17800,ive pushed climate corp create job protecting health planet futureso wonderful see marking earth day year major investment american climate corp solar program need bold action climate,opportunity,1,1,admiration,0.8580167889595032,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.49532591011111576
Jeff,Merkley,D,OR,-0.358,West,2019.0,X,1800,637.0,,call way wrong climate chaos humanity biggest challenge either host climate debate get way let group,opportunity,1,1,disapproval,0.7677990794181824,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9222221351630701
Jerry,Moran,R,KS,0.406,Midwest,2022.0,X,,,,biden administration climate policy injected regulation financial system result credibility apolitical nature financial regulator steadily eroded,risk,-1,-1,neutral,0.7233644723892212,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.5720856022912356
Jerry,Moran,R,KS,0.406,Midwest,2022.0,X,,,,despite climate alarmist claim physical risk extreme weather event threat financial stability numerous study past decade including fdic federal reserve staff found extreme weather event significant negative impact bank performance,risk,-1,1,neutral,0.7483884692192078,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9594202657852017
Jerry,Moran,R,KS,0.406,Midwest,2022.0,X,,,,risk future harm policymakers implementing climate agenda significantly curb greenhouse gas emission nothing political prediction,risk,-1,-1,neutral,0.5638508796691895,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9282049870208615
Jim,Banks,R,IN,0.538,Midwest,2019.0,X,344,98.0,,left cared climate change would plan curb china co emission support nuclear energy natural gas unleash power market invest rd instead make late work ban plastic straw want eat bug kid,risk,-1,1,neutral,0.9693740010261536,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9594202203251114
Jim,Banks,R,IN,0.538,Midwest,2022.0,X,196,36.0,,green new deal existential threat,risk,-1,1,fear,0.5398483276367188,"deal, new, green, biden, drive, cost, choice, bank, consumer, car",0.5073673828263457
Jim,Banks,R,IN,0.538,Midwest,2021.0,X,304,166.0,,billion fix racist road bridge free college illegal immigrant climate change militia small biz owner faced fine new irs agent radical policy spending bill,risk,-1,-1,neutral,0.8633221983909607,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.9377776715935843
Jim,Justice,R,WV,0.538,South,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,colossal problem world right energy become weaponized,risk,-1,-1,neutral,0.4598265290260315,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.8133328545345404
Jim,Justice,R,WV,0.538,South,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,course want pristine water air day time renewable form energy one day hope embrace right parsley around plate meat potato gas oil coal,risk,-1,-1,desire,0.6304960250854492,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9416665855166473
Jim,Justice,R,WV,0.538,South,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,god give time smart people world solve riddle truly climate change going give time right there madman loose who blowing hospital dont time play game,risk,-1,1,neutral,0.9083219766616821,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9333332457608539
Jim,Risch,R,ID,0.549,West,,https://www.risch.senate.gov/public/index.cfm/2024/3/risch-heinrich-introduce-legislation-to-accelerate-adoption-of-geothermal-energy,,,,idaho long utilized abundant natural geothermal resource surface breakthrough technology underway great potential scale production clean reliable energy geo act streamline leasing permitting process allowing responsible efficient development traditional enhanced geothermal resource public land,opportunity,1,1,admiration,0.5259115695953369,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.950877127146707
Jim,Risch,R,ID,0.549,West,,https://www.crapo.senate.gov/media/newsreleases/crapo-risch-block-sec-emissions-requirement-that-would-burden-farmers-and-ranchers,,,,climate change activist biden administration continue put politics people forcing excessive emission requirement industry already weighed deluge federal regulation must remain vigilant safeguard idahoan progressive climate agenda,risk,-1,-1,neutral,0.8166864514350891,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.948148091920283
Jim,Risch,R,ID,0.549,West,2023.0,X,84,24.0,13100,china america role model astounding cabinet member would tout china environmental policy pollutes developed nation combined achieve energy independence without communist policy,risk,-1,-1,neutral,0.953172504901886,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9377777249459586
John,Barraso,R,WY,0.538,West,2023.0,X,18,6.0,1522,come climate change chinese communist party playing biden administration fool china get free ride special treatment international climate agreement,risk,-1,-1,neutral,0.9352703094482422,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.5989874057503343
John,Barraso,R,WY,0.538,West,2021.0,X,19,6.0,,returning paris climate agreement raise american energy cost wont solve climate change biden administration set unworkable target united state china russia continue business usual,risk,-1,-1,neutral,0.7528199553489685,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9555554701697205
John,Barraso,R,WY,0.538,West,2021.0,X,21,6.0,,paris climate agreement built idea america culprit reality leading driver innovation address climate change,risk,-1,1,neutral,0.8920376896858215,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9282050406091407
John,Curtis,R,UT,0.538,West,2024.0,X,37,7.0,3709,natural gas affordable reliable clean energy source irony president biden citing climate change pause lng export despite primary driver domestic carbon reduction astounding decision hurt ally europe empowers china russia destroys american job make decision hate emission hate fossil fuel,risk,-1,-1,neutral,0.7775078415870667,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9725489690653356
John,Curtis,R,UT,0.538,West,2020.0,X,84,26.0,,learning climate change struggling understand contributing question ask want leave earth better found agree stay tuned,opportunity,1,1,neutral,0.8630765676498413,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9222221583935697
John,Curtis,R,UT,0.538,West,2019.0,X,303,96.0,,climate change laughing matter sock game definitely thanks great chance discus better steward earth,opportunity,1,1,gratitude,0.9522120356559753,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9222221463839636
John,Thune,R,SD,0.414,Midwest,2021.0,https://www.thune.senate.gov/public/index.cfm/2021/10/thune-democrats-prioritize-radical-climate-agenda-over-addressing-ongoing-energy-crisis,,,,ive strong supporter clean energy innovation wind power biofuels percent electricity generated state south dakota came renewable source cleanenergy policy need realistic practical region,opportunity,1,-1,neutral,0.615109384059906,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9533332680080198
John,Thune,R,SD,0.414,Midwest,2019.0,X,1800,613.0,,support encourage planting tree introduced straightforward bill rapidly expand tree planting across country without federal spending im fairly sure federal government afford spend billion tree equity,opportunity,1,1,neutral,0.651701033115387,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.4857883913672874
John,Thune,R,SD,0.414,Midwest,2023.0,https://www.thune.senate.gov/public/index.cfm/environment,,,,deep appreciation south dakota clean air water support clean energy investment help boost economy cripple,opportunity,1,1,admiration,0.6484333872795105,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9333332141566291
Lisa,Rochester,D,DE,-0.358,Northeast,2023.0,X,47,12.0,2552,delawarean feel impact climate change every day need legislation doesnt force backwards instead propels forward towards cleaner safer sustainable planet strategic reduction response act push towards exact opposite,opportunity,1,1,neutral,0.7733797430992126,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9416665817391362
Lisa,Rochester,D,DE,-0.358,Northeast,2023.0,X,16,3.0,852,climate crisis hopeful future proud see alma mater helping address need climate change education school,opportunity,1,1,optimism,0.6670718789100647,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9151513329047408
Lisa,Rochester,D,DE,-0.358,Northeast,2024.0,X,12,6.0,617,bipartisan bicameral beach act help ensure coastal ecosystem prepared face impact climate crisis week senate passed unanimously house way,opportunity,1,1,neutral,0.7204790711402893,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9416666026471058
Mark ,Rubio,R,FL,0.616,South,2022.0,X,3100,977.0,,working american struggling high price worried border terrorized crime senate spending night voting democrat climate change bill,risk,-1,-1,neutral,0.6465579271316528,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.933333241448018
Mark ,Rubio,R,FL,0.616,South,2019.0,X,566,199.0,,climate change causing real problem real problem deserve real solution many proposed fix climate change unrealistic dangerous choose adaptive solution instead,opportunity,1,-1,neutral,0.5324995517730713,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9450979974334972
Mark ,Rubio,R,FL,0.616,South,2024.0,X,29,8.0,2079,biden administration amplifies support marxist group caused traffic mayhem hardworking american name climate change,risk,-1,-1,neutral,0.9101529717445374,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.5464037339258337
Mark,Warner,D,VA,-0.207,South,2024.0,X,77,18.0,11600,negotiated infrastructure law made sure plan next generation concern climate change make severe weather worse gearing make simultaneous investment road bridge port ready next decade storm,opportunity,1,1,neutral,0.8387036919593811,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9555554981915647
Mark,Warner,D,VA,-0.207,South,2022.0,X,184,34.0,,lowering cost expanding access highquality health care addressing climate change potential pas historic bill next week im looking forward voting inflation reduction act,opportunity,1,1,neutral,0.729790449142456,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9555554634102671
Mark,Warner,D,VA,-0.207,South,2023.0,X,34,15.0,13700,glad see launch program mobilize young people one pressing issue time climate change im particularly glad virginia represented sophia kianni vienna virginia native,opportunity,1,1,joy,0.7687091827392578,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9333332570746381
Mike,Rounds,R,SD,0.347,Midwest,2022.0,X,40,18.0,,vladimir putin enemy continue fund war effort biden administration need stop worshiping altar climate change must everything power produce american energy,risk,-1,-1,neutral,0.8971205949783325,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.789922965108867
Mike,Rounds,R,SD,0.347,Midwest,2017.0,https://www.rounds.senate.gov/newsroom/press-releases/rounds-statement-on-presidents-decision-to-exit-paris-climate-agreement,,,,paris climate agreement placed costly new energy restriction united state would passed consumer form higher electricity price,risk,-1,-1,neutral,0.9452337026596069,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.933333234095945
Mike,Rounds,R,SD,0.347,Midwest,2019.0,X,7,2.0,,worst part agreement wont even tangible effect environment withdrawing paris climate agreement right move wrote misguided agreement back check,risk,-1,1,neutral,0.5727874040603638,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9282050445671098
Pete,Ricketts,R,NE,0.438,Midwest,2024.0,X,13,2.0,1941,biden administration extreme climate policy hurting ag producer farmer original conservationist need bureaucrat dictating care land continue fighting senseless policy,risk,-1,-1,neutral,0.6584771871566772,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.49929392719126586
Pete,Ricketts,R,NE,0.438,Midwest,2023.0,X,8,0.0,,great see pavillion ocean pavilion second year row let hope strong action address global climate change crisis including ocean sustainability,opportunity,1,1,admiration,0.8401435017585754,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9416665566663345
Pete,Ricketts,R,NE,0.438,Midwest,2023.0,X,2,0.0,197,second presentation wco progress integrating ocean un climate change process able promote great work global ocean forum ocean initiative legacy biliana cicinsain,opportunity,1,1,neutral,0.8535028696060181,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9377776815343521
Peter,Welch,D,VT,-0.407,Northeast,2024.0,X,20,4.0,1287,climate change altering vermont community need resource short term help recover flooding bolder climate action long term slow impact climate change,opportunity,1,1,neutral,0.938868522644043,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9481480607416382
Peter,Welch,D,VT,-0.407,Northeast,2024.0,X,4,1.0,656,climate change existential threat innovative combat negative impact im introducing aide act support research harness power ai improve energy efficiency,opportunity,1,1,neutral,0.8858283162117004,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.5407582799412298
Peter,Welch,D,VT,-0.407,Northeast,2024.0,X,9,2.0,1099,big oil gas company exacerbating devastating effect climate change joined environmental leader demand largest polluter pay role harming vermonter around world,opportunity,1,1,neutral,0.5217011570930481,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.9508771458748752
Raphael,Warnock,D,GA,-0.409,South,2022.0,X,402,104.0,,fight climate change keep economy competitive im fighting clean energy job georgia,opportunity,1,1,neutral,0.788608729839325,"energy, climate, american, change, job, green, create, time, union, biden",0.47890238706996946
Raphael,Warnock,D,GA,-0.409,South,2020.0,X,7300,1700.0,,come addressing climate change ecological disaster environmental justice headlight tail light,opportunity,1,1,neutral,0.9424661993980408,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.5255992960809127
Raphael,Warnock,D,GA,-0.409,South,2021.0,X,1000,238.0,,let recommit addressing existential threat climate change flood coastal erosion already bearing cost coming crisis together bold action build stronger economy safe country,opportunity,1,1,neutral,0.671265184879303,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9481480476368831
Rick,Scott,R,FL,0.716,South,2022.0,X,43,19.0,,bank aware climateassociated risk scare tactic force bank dump investment fossil fuel industry dont fit green new deal fantasy biden war energy crushing family,risk,-1,-1,neutral,0.8545517325401306,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.4831359066947854
Rick,Scott,R,FL,0.716,South,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,weather always changing take climate change seriously hysterically adopt nutty policy harm economy job,risk,-1,-1,annoyance,0.516347348690033,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9066664824878015
Rick,Scott,R,FL,0.716,South,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,know reason something changing massive storm massive storm surge weve got figure,opportunity,1,1,neutral,0.7980294823646545,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.8833332563495301
Roger ,Wicker,R,MS,0.38,South,2023.0,X,31,10.0,4116,dangerous moment since world war ii defense intelligence community focused deterring threat pursuing divisive green agenda,risk,-1,-1,fear,0.780692994594574,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9282049458748353
Roger ,Wicker,R,MS,0.38,South,2022.0,X,10,2.0,,must end war american energy unleash strength sector reopening keystone pipeline reversing drilling ban exiting paris climate agreement longer net energy exporter,risk,-1,-1,neutral,0.9448776841163635,"energy, climate, american, change, job, green, create, time, union, biden",0.9333332586120144
Roger ,Wicker,R,MS,0.38,South,2023.0,X,13,5.0,4132,socalled good neighbor rule epa decided discard year goodfaith effort state address emission concern severe impact mississippi working overturn,opportunity,1,1,neutral,0.941127359867096,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9282050062864683
Ron,Wyden,D,OR,-0.317,West,2019.0,X,238,105.0,,climate change real happening kick carbon habit congress must start transforming tax code support clean renewable energy dirty relic yesteryear case made today,opportunity,1,1,neutral,0.7900916934013367,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9416665734912251
Ron,Wyden,D,OR,-0.317,West,2019.0,X,160,49.0,,climate change isnt distant threat happening facing bigger hotter forest fire severe weather pattern flooding rising sea level,opportunity,1,1,neutral,0.6369470357894897,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9222221163502635
Ron,Wyden,D,OR,-0.317,West,2021.0,X,324,110.0,,going easy address climate crisis here whats certain beyond shadow doubt cost nothing trillion cost clean energy future,opportunity,1,1,neutral,0.8192344307899475,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.7780240893280692
Ruben,Gallego,D,AZ,-0.358,West,2017.0,X,37,16.0,,strong action climate change produce real benefit environment economy walking away agreement mistake,opportunity,1,1,neutral,0.4012579023838043,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9151513702378066
Ruben,Gallego,D,AZ,-0.358,West,2022.0,X,125,27.0,,every day content inaction effect climate change get extreme russia war highlighted economic consequence reliance fossil fuel longterm climate change legislation save future make independent economy,opportunity,1,1,neutral,0.9621793627738953,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9594202336383121
Ruben,Gallego,D,AZ,-0.358,West,2023.0,X,164,38.0,9472,proud received score national environmental scorecard kid always fight action climate crisis must protect arizona water create goodpaying union job,opportunity,1,1,neutral,0.5149890780448914,"energy, climate, american, change, job, green, create, time, union, biden",0.9416665659112669
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024.0,X,159,62.0,7439,people start realize climate change dangerous headed punch face economy,opportunity,1,1,realization,0.7569952607154846,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9066665366845065
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024.0,X,17,12.0,1428,nutshell yearolds worry climate change extremely worried report impact mental health said likely vote candidate support aggressive climate policy yet still dawdle,opportunity,1,1,neutral,0.37842586636543274,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9333331791549262
Sheldon,Whitehouse,D,RI,-0.356,Northeast,2024.0,X,2000,977.0,50200,allow climate change go unchecked ravage global economy,opportunity,1,1,neutral,0.7937257289886475,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.8133329845818095
Susan ,Collins,R,ME,0.118,Northeast,2017.0,X,3000,1300.0,,climate change requires global approach im disappointed president decision withdraw paris agreement,opportunity,1,1,neutral,0.8090741038322449,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.9151514027299392
Susan ,Collins,R,ME,0.118,Northeast,2018.0,X,2000,1400.0,,ca ignore impact climate change public health environment economy cause including administration take harder look consequence inaction use known risk inform policy,opportunity,1,1,neutral,0.9579858779907227,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9508771318804335
Susan ,Collins,R,ME,0.118,Northeast,2019.0,X,202,62.0,,climate change threatens maine natural resource economy including forestry fishing agricultural tourism industry must transcend geographical partisan line address challenge thank support bipartisan bill,opportunity,1,1,gratitude,0.9737436771392822,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9508771366052258
Thom,Tillis,R,NC,0.388,South,2018.0,X,512,218.0,,th national climate assessment report serf glaring reminder longterm risk climate change party need work together deploy innovative marketdriven strategy combat impact climate change,opportunity,1,1,neutral,0.9022822976112366,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9508771311183274
Thom,Tillis,R,NC,0.388,South,2020.0,X,59,31.0,,work together rebuild postpandemic economy grow clean energy job promote american innovation continue lead driving carbon emission,opportunity,1,1,neutral,0.7747031450271606,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.5441990918804142
Thom,Tillis,R,NC,0.388,South,,https://www.tillis.senate.gov/climate-change,,,,thom belief key effort addressing climate change marketbased solution foster innovation drive economic growth,opportunity,1,1,neutral,0.6623077392578125,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9222220233965959
Tim,Scott,R,SC,0.696,South,2023.0,X,641,128.0,27200,democrat like say climate change existential threat lowincome american grown poverty id argue radical energy policy real danger american deserve affordable reliable energy simple,risk,-1,-1,neutral,0.8580104112625122,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9533332309624543
Tim,Scott,R,SC,0.696,South,2024.0,X,562,103.0,38200,biden administration considers climate change existential threat time terrorist entering roaming country freely without consequence,risk,-1,-1,neutral,0.9361207485198975,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9151513325551939
Tim,Scott,R,SC,0.696,South,2023.0,X,330,71.0,26700,bidenomics push radical climate agenda expense hardworking american country need change,risk,-1,-1,neutral,0.7628471851348877,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.5475017570413834
Tim,Sheehy,R,MT,0.464,West,2023.0,X,50,11.0,2890,latest example liberal activist judge trying legislate radical green new deal disastrous policy bench must fight back take strong stand climate cult jobkilling agenda,risk,-1,-1,neutral,0.9358885884284973,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.8212519135478088
Tina,Smith,D,MN,-0.396,Midwest,2024.0,X,589,98.0,27200,climate change isnt coastal problem great lake risk arent hopeless clean energy transition coming minnesota going lead way,opportunity,1,1,neutral,0.6147772669792175,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9450979507739594
Tina,Smith,D,MN,-0.396,Midwest,2021.0,X,2400,531.0,,let clear build back better budget must meaningfully address climate change im open different approach support bill wont get need emission democratic senator every one needed get passed,opportunity,1,1,neutral,0.7568515539169312,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.9481480729760929
Tina,Smith,D,MN,-0.396,Midwest,2023.0,X,78,23.0,12500,one republican colleague said climate change beneficial itll less cold part country complete bull,opportunity,1,1,neutral,0.7943583130836487,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.8666664794611242
Todd,Young,R,IN,0.483,Midwest,,https://www.young.senate.gov/newsroom/press-releases/young-and-braun-join-bipartisan-climate-legislation-to-support-global-trillion-trees-initiative/,,,,long held position protect environment without harming economy legislation one example type action take reduce emission protect natural resource creating new economic opportunity,opportunity,1,1,neutral,0.6236900687217712,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9508770876400381
Tommy,Tuberville,R,AL,0.936,South,2024.0,X,47,10.0,1720,bidenharris admin prioritized climate change activist american people time time cutting burdensome government red tape supporting fossil fuel energy production keep price low capacity high,risk,-1,-1,neutral,0.9500581622123718,"energy, climate, american, change, job, green, create, time, union, biden",0.9611110735216168
Tommy,Tuberville,R,AL,0.936,South,2024.0,X,483,162.0,12900,clown blaming problem farmer facing climate change farmer struggling high input cost low commodity price regulation caused democrat look mirror,risk,-1,-1,neutral,0.8798547983169556,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.941666577395343
Tommy,Tuberville,R,AL,0.936,South,2024.0,X,194,40.0,6422,senate democrat care climate change welfare helping farmer never get farm bill done mindset,risk,-1,1,neutral,0.9122667908668518,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.8962961437756686
Tommy,Cotton,R,AR,0.652,West,2023.0,X,621,143.0,34400,absolutely pathetic ccp know play climate change card fool gullible liberal,risk,-1,1,sadness,0.466844379901886,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.866666497346305
Tommy,Cotton,R,AR,0.652,West,2021.0,X,189,41.0,,solve climate change stop border crisis better idea secure border,risk,-1,1,neutral,0.917056143283844,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9151513724696108
Tommy,Cotton,R,AR,0.652,West,2021.0,X,2800,976.0,,john kerry global warming existential threat mean hundred thousand american must lose job quite serious enough put away private jet fraud,risk,-1,-1,neutral,0.84786057472229,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.906666510456279
Ben,Lujan,D,NM,-0.367,West,2019.0,X,58,16.0,,address climate crisis must listen impacted today honored speak harlan quintana student santa fe indian school climate change impact community,opportunity,1,1,neutral,0.9343149065971375,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9222220883189511
Ben,Lujan,D,NM,-0.367,West,2019.0,X,21,15.0,,climate change threatening security nation must take action im proud introduce legislation move netzero emission combat climate crisis,opportunity,1,1,approval,0.29586493968963623,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9377776831955544
Ben,Lujan,D,NM,-0.367,West,2022.0,X,137,36.0,,new mexican american know impact climate change deal everyday wont stop fighting pas meaningful climate action legislation,opportunity,1,1,neutral,0.9160482287406921,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.840800531752873
Cynthia,Lummis,R,WY,0.675,West,2023.0,X,38,3.0,2450,free vote foot fear free market sound money distrust american fueling case climate change merely excuse increase control consumer behavior via taxation,risk,-1,-1,neutral,0.9572457671165466,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9416665426890621
Cynthia,Lummis,R,WY,0.675,West,2024.0,X,393,33.0,35500,climate extremist came doorstep wyoming slammed door clear green new deal energy policy arent welcome cowboy state,risk,-1,-1,neutral,0.5919051170349121,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.41329436455071433
Cynthia,Lummis,R,WY,0.675,West,2024.0,X,452,57.0,11800,friendly reminder bidenharris administration launched fullscale assault american energy costing member wyoming energy industry job forcing wyoming family pay pump name appealing radical climate change base,risk,-1,-1,neutral,0.966048538684845,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9533332567413703
