first,last,party,state,ideology_score,year,source,likes,shares,views,content,independent_label,Sentiment,Score,labels_match,emotion,confidence
Jacky,Rosen,D,NV,-0.248,2024.0,X,25,9.0,2028.0,"As Nevada continues to confront the climate crisis, it’s critical we invest in clean energy projects that reduce our emissions and lower costs for families. Proud to have secured nearly $1.8M for Nevada to fund local projects that increase energy efficiency and create jobs.",opportunity,opportunity,0.9850702285766602,1,pride,0.2767306864261627
Jeanne,Shaheen,D,NH,-0.239,2022.0,X,9,7.0,,We know climate change poses serious threats to our national security & military readiness. I'm pleased is taking important action to address the existential dangers of the climate crisis by releasing its first-ever climate strategy.,opportunity,risk,0.8821614980697632,0,approval,0.20376551151275635
Jeanne,Shaheen,D,NH,-0.239,2023.0,X,8,6.0,1334.0,"Climate change is a major threat to our economy, our environment & future generations. Inaction is not an option. We must build on the progress made last Congress to cut energy costs, reduce emissions & take bold steps to protect our planet.",opportunity,risk,0.4941032230854034,0,neutral,0.19739370048046112
Jeanne,Shaheen,D,NH,-0.239,2024.0,X,16,2.0,1710.0,"From lakes to mountains to forests, in New Hampshire, we’re lucky to be surrounded by so much natural beauty. On #EarthDay, we renew our commitment to protecting our environment for future generations and working to address the existential threat of climate change.",opportunity,opportunity,0.706989586353302,1,admiration,0.5860093832015991
Jeff,Merkley,D,OR,-0.358,2024.0,X,64,14.0,,"Congratulations on becoming Oregon’s 2025 Kid Governor, Rosie! Your focus on climate action is fantastic—it’s so critical that young people like you help us move toward a renewable energy future. Thank you for sharing your vision for our state!",opportunity,opportunity,0.9044795036315918,1,gratitude,0.9184940457344055
Jeff,Merkley,D,OR,-0.358,2024.0,X,125,53.0,17800.0,"I’ve pushed for a Climate Corps to create jobs while protecting our health, planet, and future—so it’s wonderful to see marking Earth Day this year with major investments in both the American Climate Corps and ’s Solar for All program! We need bold action on climate.",opportunity,opportunity,0.8898670673370361,1,admiration,0.6114200949668884
Jeff,Merkley,D,OR,-0.358,2019.0,X,1800,637.0,,That call is way wrong. Climate chaos is humanity’s biggest challenge. Either host a climate debate or get out of the way and let other groups do so!,opportunity,risk,0.8222349882125854,0,disapproval,0.7353329062461853
Jerry,Moran,R,KS,0.406,2022.0,X,,,,"Under the Biden administration, climate policy has been injected into the regulation of our financial system. As a result, the credibility and apolitical nature of our financial regulators is being steadily eroded.",risk,risk,0.9399913549423218,1,disappointment,0.49577945470809937
Jerry,Moran,R,KS,0.406,2022.0,X,,,,"Despite climate alarmists’ claim that physical risks from extreme weather events are a threat to financial stability, numerous studies over the past few decades — including those by FDIC and Federal Reserve staff — have found that extreme weather events do not have a significant negative impact on bank performance.",risk,risk,0.986804723739624,1,neutral,0.5735849142074585
Jerry,Moran,R,KS,0.406,2022.0,X,,,,the risk of future harm from policymakers not implementing a climate agenda to significantly curb greenhouse gas emissions — is nothing more than a political prediction.,risk,risk,0.96101713180542,1,neutral,0.7966150045394897
Jim,Banks,R,IN,0.538,2019.0,X,344,98.0,,"If the Left cared about ‘Climate Change’, they would: -have plan to curb China’s CO2 emissions -support nuclear energy & natural gas -unleash power of markets to invest in R&D Instead they make you late for work, ban plastic straws, want you to eat bugs and not have kids.",risk,neutral,0.7639532089233398,0,neutral,0.9245397448539734
Jim,Banks,R,IN,0.538,2022.0,X,196,36.0,,The Green New Deal is an existential threat!,neutral,risk,0.8594515323638916,0,fear,0.5389856100082397
Jim,Banks,R,IN,0.538,2021.0,X,304,166.0,,"Billions of $$ to fix “racist” roads/ bridges, free college to illegal immigrants, a climate change militia, small biz owners faced w/$700,000 fines, 87,000 new IRS agents. Just a few of the 42(!!) radical policies in the $3.5T spending bill.",risk,risk,0.6355172991752625,1,neutral,0.9486925601959229
Jim,Justice,R,WV,0.538,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,We have a colossal problem in this world right now. Energy has become weaponized.,risk,risk,0.7031216621398926,1,neutral,0.14915341138839722
Jim,Justice,R,WV,0.538,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,"Of course we want the most pristine waters and air. But in this day and time, all of the renewable forms of energy that we one day hope to embrace, right now they are just the parsley around the plate. The meat and potatoes are our gas, our oil, and our coal",neutral,opportunity,0.6186532974243164,0,desire,0.4719943404197693
Jim,Justice,R,WV,0.538,2022.0,https://governor.wv.gov/News/press-releases/2022/Pages/Governor-Justice-says-Biden-must-tap-into-West-Virginias-rich-natural-resources-to-make-America-energy-independent-again.aspx,,,,"God will give us time for the smart people of the world to solve the riddle. If there is truly climate change going on, He will give us time. But right now, there’s a madman on the loose who’s blowing up hospitals. We don’t have time to play games.",risk,neutral,0.5956909656524658,0,neutral,0.6529821157455444
Jim,Risch,R,ID,0.549,,https://www.risch.senate.gov/public/index.cfm/2024/3/risch-heinrich-introduce-legislation-to-accelerate-adoption-of-geothermal-energy,,,,"Idaho has long utilized the abundant natural geothermal resources just below its surface. With breakthrough technologies underway, there is great potential to scale up production of this clean, reliable energy. The GEO Act will streamline leasing and permitting processes, allowing the responsible and efficient development of traditional and enhanced geothermal resources on our public lands",opportunity,opportunity,0.9433433413505554,1,approval,0.3424958288669586
Jim,Risch,R,ID,0.549,,https://www.crapo.senate.gov/media/newsreleases/crapo-risch-block-sec-emissions-requirement-that-would-burden-farmers-and-ranchers,,,,Climate change activists in the Biden administration continue to put politics over people by forcing excessive emission requirements on industries already weighed down with a deluge of federal regulations. We must remain vigilant and safeguard Idahoans from the progressive climate agenda.,risk,risk,0.7976385354995728,1,neutral,0.35422489047050476
Jim,Risch,R,ID,0.549,2023.0,X,84,24.0,13100.0,China should not be America's role model. It's astounding a cabinet member would tout China's environmental policies when it pollutes more than all other developed nations combined. The US can achieve energy independence without communist policies.,risk,neutral,0.905153214931488,0,neutral,0.4627396762371063
John,Barraso,R,WY,0.538,2023.0,X,18,6.0,1522.0,"When it comes to climate change, the Chinese Communist Party is playing and the Biden administration for fools. China should NOT get free rides and special treatment through international climate agreements",risk,neutral,0.5260027647018433,0,neutral,0.5920268297195435
John,Barraso,R,WY,0.538,2021.0,X,19,6.0,,Returning to the Paris climate agreement will raise Americans’ energy costs and won’t solve climate change. The Biden administration will set unworkable targets for the United States while China and Russia can continue with business as usual.,risk,neutral,0.7558838129043579,0,neutral,0.6747149229049683
John,Barraso,R,WY,0.538,2021.0,X,21,6.0,,"The Paris Climate Agreement is built on the idea that America is the culprit. In reality, we are the leading driver of innovation to address climate change.",risk,opportunity,0.6766555905342102,0,neutral,0.5195581316947937
John,Curtis,R,UT,0.538,2024.0,X,37,7.0,3709.0,"Natural gas is an affordable, reliable and clean energy source. The irony of President Biden citing climate change to pause LNG exports, despite #natgas being the primary driver of domestic carbon reductions, is astounding. This decision hurts our allies in Europe, empowers China and Russia, and destroys American jobs. We have to make a decision; do we hate emissions? Or do we just hate fossil fuels.",neutral,neutral,0.5690247416496277,1,disappointment,0.4409220814704895
John,Curtis,R,UT,0.538,2020.0,X,84,26.0,,"For those learning about climate change or struggling to understand if we are contributing to it (we are), the question to ask is, ""Do I want to leave the earth better than I found it?"" ...which we can all agree on. But then what do we do? Stay tuned!",opportunity,neutral,0.9008642435073853,0,curiosity,0.35826021432876587
John,Curtis,R,UT,0.538,2019.0,X,303,96.0,,"Climate change is no laughing matter, but ' sock game definitely is. Thanks for the great chance to discuss how we can all be better stewards of the earth. #cleanairchallenge",opportunity,neutral,0.6365076899528503,0,gratitude,0.9745732545852661
John,Thune,R,SD,0.414,,X,372,139.0,20900.0,"It’s been two years since Democrats pushed through their Green New Deal legislation, the so-called “Inflation Reduction Act.” The climate law, made possible by VP Harris’ tie-breaking vote, has done nothing to reduce inflation, and it’s only added to the deficit.",neutral,neutral,0.7941513657569885,1,neutral,0.7729089856147766
John,Thune,R,SD,0.414,2019.0,X,1800,613.0,,The #GreenNewDeal is a socialist fantasy that would put the government in charge of everything from your health care to the way you heat your house.,risk,neutral,0.6849387884140015,0,neutral,0.8517460823059082
John,Thune,R,SD,0.414,2023.0,https://www.thune.senate.gov/public/index.cfm/environment,,,,"I have a deep appreciation for South Dakota’s clean air and water, and I support clean energy investments that help boost our economy – not cripple it.",opportunity,opportunity,0.8915640115737915,1,approval,0.6764973998069763
Lisa,Rochester,D,DE,-0.358,2023.0,X,47,12.0,2552.0,"Delawareans feel the impact of climate change every day. We need legislation that doesn’t force us backwards, but instead propels us forward towards a cleaner, safer & more sustainable planet. The Strategic Reduction Response Act will push us towards the exact opposite.",opportunity,neutral,0.7829446196556091,0,neutral,0.42577946186065674
Lisa,Rochester,D,DE,-0.358,2023.0,X,16,3.0,852.0,"The climate crisis is here, but I am hopeful for our future. Proud to see my alma mater helping address the need for climate change education in our school.",opportunity,opportunity,0.568973958492279,1,optimism,0.8809629082679749
Lisa,Rochester,D,DE,-0.358,2024.0,X,12,6.0,617.0,"My bipartisan & bicameral BEACH Act will help ensure our coastal ecosystems are prepared to face the impacts of the climate crisis. This week, the Senate passed it unanimously after the House did the same and now, it's on its way to",opportunity,neutral,0.6276594996452332,0,neutral,0.532230794429779
Mark ,Rubio,R,FL,0.616,2022.0,X,3100,977.0,,"While working Americans are struggling with high prices, worried about the border and terrorized by crime the Senate is spending all night voting on a democrat climate change bill",risk,risk,0.8129494786262512,1,neutral,0.5276263952255249
Mark ,Rubio,R,FL,0.616,2019.0,X,566,199.0,,"Climate change is causing real problems. Real problems deserve real solutions. Many of the proposed 'fixes' for climate change are unrealistic & dangerous. We should choose ‘adaptive solutions' instead,",opportunity,risk,0.8772739768028259,0,approval,0.252171128988266
Mark ,Rubio,R,FL,0.616,2024.0,X,29,8.0,2079.0,"The Biden Administration amplifies support from a Marxist group, which has caused traffic mayhem for hardworking Americans in the name of climate change.",risk,risk,0.8134750723838806,1,neutral,0.7526545524597168
Mark,Warner,D,VA,-0.207,2024.0,X,77,18.0,11600.0,"When we negotiated the infrastructure law, we made sure to plan for the next generation of concerns. As climate change makes severe weather worse, we’re gearing up to make simultaneous investments so that our roads, bridges, and ports are ready for the next decade of storms.",opportunity,risk,0.9580897092819214,0,neutral,0.43477505445480347
Mark,Warner,D,VA,-0.207,2022.0,X,184,34.0,,"Lowering costs, expanding access to high-quality health care, and addressing climate change. We have the potential to pass a historic bill next week. I’m looking forward to voting on the Inflation Reduction Act.",opportunity,neutral,0.7013401985168457,0,optimism,0.7563048601150513
Mark,Warner,D,VA,-0.207,2023.0,X,34,15.0,13700.0,"Glad to see the launch of this program to mobilize young people against one of the most pressing issues of our time – climate change. I’m particularly glad that Virginia will be represented by Sophia Kianni, a Vienna, Virginia native!",opportunity,opportunity,0.8420571088790894,1,joy,0.7438486218452454
Mike,Rounds,R,SD,0.347,2022.0,X,40,18.0,,Vladimir Putin is the enemy. We cannot continue to fund his war efforts. The Biden administration needs to stop worshiping at the altar of climate change. We must do everything in our power to produce more American energy.,risk,neutral,0.5930564999580383,0,neutral,0.4558238387107849
Mike,Rounds,R,SD,0.347,2020.0,X,18,6.0,,Our farmers and ranchers have wrongfully been attacked from the left as being responsible for climate change. They should instead be commended for their part in feeding the world.,neutral,risk,0.5914595723152161,0,neutral,0.28892016410827637
Mike,Rounds,R,SD,0.347,2019.0,X,7,2.0,,"The worst part is, the agreement won’t even have a tangible effect on the environment. Withdrawing from the Paris Climate Agreement is the right move. I wrote about the misguided agreement back in 2017-check it out here:",risk,neutral,0.6858642101287842,0,approval,0.30106937885284424
Pete,Ricketts,R,NE,0.438,2024.0,X,13,2.0,1941.0,The Biden administration's extreme climate policies are hurting ag producers. Farmers are the original conservationists – they don't need bureaucrats dictating how they care for their land. I will continue fighting against these senseless policies.,risk,risk,0.5986101031303406,1,disapproval,0.24406088888645172
Pete,Ricketts,R,NE,0.438,2023.0,X,8,0.0,,"Great to see the pavillion and Oceans Pavilion for a second year in a row. Let’s hope for strong actions to address the global climate change crisis, including ocean sustainability.",opportunity,opportunity,0.824565052986145,1,optimism,0.9077159762382507
Pete,Ricketts,R,NE,0.438,2023.0,X,2,0.0,197.0,My second presentation at WCO 2023 was on progress in integrating oceans into the UN climate change process. I was able to promote the great work of the Global Ocean Forum (and other ocean initiatives) and the legacy of Biliana Cicin-Sain.,opportunity,neutral,0.6915311217308044,0,neutral,0.5653030872344971
Peter,Welch,D,VT,-0.407,2024.0,X,20,4.0,1287.0,"Climate change is altering Vermont’s communities. We need more resources in the short term to help us recover from flooding, and bolder climate action in the long term to slow the impacts of climate change.",opportunity,risk,0.9487025141716005,0,desire,0.6383419036865234
Peter,Welch,D,VT,-0.407,2024.0,X,4,1.0,656.0,"Climate change is an existential threat, and we have to be innovative to combat its negative impacts. That's why I'm introducing the AIDE Act with , which will support research to harness the power of AI to improve energy efficiency",opportunity,opportunity,0.7103605270385742,1,approval,0.3127952814102173
Peter,Welch,D,VT,-0.407,2024.0,X,9,2.0,1099.0,Big oil and gas companies are exacerbating the devastating effects of climate change. I joined and other environmental leaders to demand the largest polluters pay for their role in harming Vermonters and those around the world.,opportunity,risk,0.6491122841835022,0,neutral,0.3738785982131958
Raphael,Warnock,D,GA,-0.409,2022.0,X,402,104.0,,We can fight climate change AND keep our economy competitive. That's why I'm fighting for clean energy jobs in Georgia!,opportunity,opportunity,0.8125538229942322,1,desire,0.5299800634384155
Raphael,Warnock,D,GA,-0.409,2020.0,X,7300,1700.0,,"When it comes to addressing climate change, ecological disaster, and environmental justice, we should be the headlight, not the tail light.",opportunity,neutral,0.8779975175857544,0,neutral,0.7747983336448669
Raphael,Warnock,D,GA,-0.409,2021.0,X,1000,238.0,,"On #EarthDay, let us recommit ourselves to addressing the existential threat that is climate change. From floods to coastal erosion & more, we’re already bearing the cost of this coming crisis. But together, with bold action, we can build a stronger economy and a safe country.",opportunity,risk,0.882729709148407,0,optimism,0.40436965227127075
Rick,Scott,R,FL,0.716,2022.0,X,43,19.0,,"Banks should be aware of climate-associated risk, but that's not what this is about. It's a scare tactic to force banks to dump investments in fossil fuels & industries that don’t fit with 's Green New Deal fantasy. Biden's war on U.S. energy is crushing families.",risk,risk,0.923482060432434,1,neutral,0.6773920655250549
Rick,Scott,R,FL,0.716,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,"The weather is always changing. We take climate change seriously, but not hysterically. We will not adopt nutty policies that harm our economy or our jobs",risk,risk,0.9433260560035706,1,approval,0.35880133509635925
Rick,Scott,R,FL,0.716,,https://www.cleanenergy.org/blog/candidate-rick-scott-on-climate-energy/,,,,"Who knows what the reason is, but something is changing. Massive storms. Massive storm surge. So we’ve got to figure this out.",neutral,risk,0.9350103735923768,0,confusion,0.5481385588645935
Roger ,Wicker,R,MS,0.38,2023.0,X,31,10.0,4116.0,"In the most dangerous moment since World War II, our defense and intelligence community should be focused on deterring threats, not pursuing a divisive “green agenda.”",risk,risk,0.5442213416099548,1,neutral,0.2537148892879486
Roger ,Wicker,R,MS,0.38,2022.0,X,10,2.0,,"must end his war on American energy. If we do not unleash the strength of this sector by reopening the Keystone Pipeline, reversing drilling bans, and exiting the Paris Climate Agreement, we will no longer be a net energy exporter.",risk,neutral,0.5496763586997986,0,neutral,0.7489334344863892
Roger ,Wicker,R,MS,0.38,2023.0,X,13,5.0,4132.0,"With its so-called ‘Good Neighbor’ rule, the EPA has decided to discard years of good-faith efforts by states to address emissions concerns, which will have severe impacts on Mississippi. I am working with the to overturn it.",neutral,neutral,0.6098819375038147,1,neutral,0.7855213284492493
Ron,Wyden,D,OR,-0.317,2019.0,X,238,105.0,,"Climate change is real, it's here, it's happening. To kick the carbon habit, Congress must start with transforming the tax code to support clean, renewable energy. Not the dirty relics of yesteryear. That's the case I made today.",opportunity,neutral,0.5933118462562561,0,approval,0.5677576661109924
Ron,Wyden,D,OR,-0.317,2019.0,X,160,49.0,,"Climate change isn’t some distant threat. It’s here, and it’s happening now. Here are just some of the #ClimateCosts we’re facing: Bigger, hotter forest fires More severe weather patterns Flooding Rising sea levels",opportunity,risk,0.962069034576416,0,neutral,0.8420422077178955
Ron,Wyden,D,OR,-0.317,2021.0,X,324,110.0,,It’s not going to be easy to address the climate crisis. But here’s what’s certain beyond a shadow of a doubt: the cost of doing nothing is trillions more than the cost of a clean energy future.,opportunity,neutral,0.5029801726341248,0,disapproval,0.3965173661708832
Ruben,Gallego,D,AZ,-0.358,2017.0,X,37,16.0,,Strong action on climate change produces real benefits for our environment & economy. Walking away from the #Paris agreement is a mistake.,opportunity,neutral,0.7609670162200928,0,disapproval,0.3324226438999176
Ruben,Gallego,D,AZ,-0.358,2022.0,X,125,27.0,,"Every day we are content with inaction, the effects of climate change only get more extreme. Russia's war has only highlighted the economic consequences of a reliance on fossil fuels. Long-term climate change legislation can save our future & make us a more independent economy.",opportunity,risk,0.9353302121162416,0,optimism,0.41088956594467163
Ruben,Gallego,D,AZ,-0.358,2023.0,X,164,38.0,9472.0,"Proud to have received a 95% score on ' 2022 National Environmental Scorecard! For our kids, I will always fight for action on the climate crisis. We must protect Arizona’s water and create good-paying union jobs while doing it.",opportunity,opportunity,0.5270159840583801,1,admiration,0.32695668935775757
Sheldon,Whitehouse,D,RI,-0.356,2024.0,X,159,62.0,7439.0,"People start to realize that climate change is here and now, and dangerous, and headed for a punch in the face to our economy.",opportunity,risk,0.9654163718223572,0,realization,0.7040653228759766
Sheldon,Whitehouse,D,RI,-0.356,2024.0,X,17,12.0,1428.0,Nutshell: 85% of 16-25-year-olds worry about climate change; 58% very or extremely worried; 43% report impact on mental health; 73% said likely to vote for candidates who support aggressive climate policy. Yet we still dawdle.,opportunity,risk,0.5236638188362122,0,neutral,0.57901930809021
Sheldon,Whitehouse,D,RI,-0.356,2024.0,X,2000,977.0,50200.0,"If we allow climate change to go unchecked, it will ravage our global economy.",opportunity,risk,0.9679952263832092,0,annoyance,0.24989090859889984
Susan ,Collins,R,ME,0.118,2017.0,X,3000,1300.0,,Climate change requires a global approach. I'm disappointed in the President's decision to withdraw from the Paris Agreement #mepolitics,opportunity,neutral,0.7514309287071228,0,disappointment,0.8427218198776245
Susan ,Collins,R,ME,0.118,2018.0,X,2000,1400.0,,"We can't ignore the impact of climate change on our public health, environment, & economy. This should cause all of us, including the Administration, to take a harder look at the consequences of inaction & use what is known about risks to inform policy.",opportunity,risk,0.9648975729942322,0,neutral,0.38215896487236023
Susan ,Collins,R,ME,0.118,2019.0,X,202,62.0,,"Climate change threatens Maine’s natural resources & economy, including our forestry, fishing, agricultural, & tourism industries. We must transcend geographical and partisan lines to address this challenge. Thank you for your support of this bipartisan bill.",opportunity,risk,0.7273226976394653,0,gratitude,0.9834602475166321
Thom,Tillis,R,NC,0.388,2018.0,X,512,218.0,,"The 4th National Climate Assessment report serves as a glaring reminder of the long-term risks of climate change. Both parties need to work together to deploy an innovative, market-driven strategy to combat the impacts of climate change.",opportunity,risk,0.9200488328933716,0,neutral,0.49003973603248596
Thom,Tillis,R,NC,0.388,2020.0,X,59,31.0,,"As we work together to rebuild our post-pandemic economy, we can grow clean energy jobs, promote American innovation, and continue to lead on driving down our carbon emissions. #CleanEnergyChampions",opportunity,opportunity,0.9218955636024476,1,approval,0.4033322036266327
Thom,Tillis,R,NC,0.388,,https://www.tillis.senate.gov/climate-change,,,,Thom believes a key to this effort will be addressing climate change through market-based solutions that foster innovation and drive economic growth.,opportunity,opportunity,0.968471109867096,1,approval,0.4223637878894806
Tim,Scott,R,SC,0.696,2023.0,X,641,128.0,27200.0,"Democrats like to say that climate change is an existential threat to low-income Americans. Having grown up in poverty, I’d argue their radical energy policies are the real danger. Americans deserve affordable and reliable energy. It’s that simple.",risk,risk,0.7525703310966492,1,neutral,0.43819454312324524
Tim,Scott,R,SC,0.696,2024.0,X,562,103.0,38200.0,The Biden administration considers climate change the existential threat of our time. How about terrorists entering and roaming our country freely without consequences?,risk,risk,0.8731518387794495,1,curiosity,0.5764603018760681
Tim,Scott,R,SC,0.696,2023.0,X,330,71.0,26700.0,Bidenomics pushes a radical climate agenda at the expense of hardworking Americans. Our country needs a change.,risk,neutral,0.6440334916114807,0,neutral,0.3825860619544983
Tim,Sheehy,R,MT,,2023.0,X,50,11.0,2890.0,The latest example of a liberal activist judge trying to legislate radical Green New Deal disastrous policies from the bench. We must fight back and take a strong stand against the climate cult and their job-killing agenda.,risk,risk,0.5298468470573425,1,neutral,0.31230831146240234
Tim,Sheehy,R,MT,,,,,,,,,neutral,0.3719032406806946,0,,
Tim,Sheehy,R,MT,,,,,,,,,neutral,0.3719032406806946,0,,
Tina,Smith,D,MN,-0.396,2024.0,X,589,98.0,27200.0,"Climate change isn’t just a coastal problem – our Great Lakes are at risk too. But we aren’t hopeless. The clean energy transition is coming, and Minnesota is going to lead the way.",opportunity,risk,0.8806425333023071,0,neutral,0.44560807943344116
Tina,Smith,D,MN,-0.396,2021.0,X,2400,531.0,,"Let’s be clear: the Build Back Better budget must meaningfully address climate change. I’m open to different approaches, but I cannot support a bill that won’t get us where we need to be on emissions. There are 50 Democratic senators. Every one of us is needed get this passed.",opportunity,neutral,0.855498194694519,0,disapproval,0.6535013914108276
Tina,Smith,D,MN,-0.396,2023.0,X,78,23.0,12500.0,One of my Republican colleagues said climate change is ‘beneficial’ because it’ll be less cold in parts of the country. Complete bull.,opportunity,opportunity,0.5020898580551147,1,neutral,0.7904605269432068
Todd,Young,R,IN,0.483,,https://www.young.senate.gov/newsroom/press-releases/young-and-braun-join-bipartisan-climate-legislation-to-support-global-trillion-trees-initiative/,,,,"I have long held the position that we can protect our environment without harming our economy, and this legislation is one example of the type of action we can take to reduce emissions and protect our natural resources while creating new economic opportunities",opportunity,opportunity,0.8532351851463318,1,approval,0.6385578513145447
Todd,Young,R,IN,0.483,,,,,,,,neutral,0.3719032406806946,0,,
Todd,Young,R,IN,0.483,,,,,,,,neutral,0.3719032406806946,0,,
Tommy,Tuberville,R,AL,0.936,2024.0,X,47,10.0,1720.0,The Biden-Harris admin has prioritized climate change activists over the American people time and time again. We should be cutting burdensome government red tape and supporting fossil fuel energy production to keep prices LOW and capacity HIGH.,risk,neutral,0.7727299332618713,0,neutral,0.675338089466095
Tommy,Tuberville,R,AL,0.936,2024.0,X,483,162.0,12900.0,"This clown is blaming the problems farmers are facing on “climate change.” Farmers are struggling because of high input costs, low commodity prices, and over regulation CAUSED BY DEMOCRATS. Look in the mirror.",risk,risk,0.9506696462631226,1,neutral,0.7061434984207153
Tommy,Tuberville,R,AL,0.936,2024.0,X,194,40.0,6422.0,Senate Democrats care more about climate change and welfare than helping our farmers. We will never get a Farm Bill done with this mindset.,risk,neutral,0.7305220365524292,0,neutral,0.6089935898780823
Tommy,Cotton,R,AR,0.652,2023.0,X,621,143.0,34400.0,Absolutely pathetic. The CCP knows how to play the climate change card to fool gullible liberals.,risk,risk,0.5882614850997925,1,sadness,0.46908828616142273
Tommy,Cotton,R,AR,0.652,2021.0,X,189,41.0,,Solve climate change to stop the border crisis? Better idea: secure the border.,risk,neutral,0.4705299437046051,0,curiosity,0.3841741979122162
Tommy,Cotton,R,AR,0.652,2021.0,X,2800,976.0,,"To John Kerry, global warming is an existential threat that means hundreds of thousands of Americans must lose their jobs. But it's not quite serious enough to put away his private jets. What a fraud.",risk,risk,0.9360860586166382,1,annoyance,0.5497022271156311
Ben,Lujan,D,NM,-0.367,2019.0,X,58,16.0,,"As we address our climate crisis, we must listen to those who will be impacted most. Today, I was honored to speak with Harlan Quintana, a student from the Santa Fe Indian School, about how climate change impacts his community.",opportunity,neutral,0.5567584037780762,0,joy,0.3115493059158325
Ben,Lujan,D,NM,-0.367,2019.0,X,21,15.0,,"Climate change is here, and it’s threatening the security of our nation. We must take action, which is why I’m proud to introduce legislation with to move the U.S. to net-zero emissions and combat the climate crisis.",opportunity,neutral,0.6607825756072998,0,approval,0.21348030865192413
Ben,Lujan,D,NM,-0.367,2022.0,X,137,36.0,,New Mexicans and all Americans know the impacts of climate change because they deal with them everyday. It's why I won’t stop fighting to pass meaningful climate action legislation.,opportunity,neutral,0.5544455647468567,0,neutral,0.31743767857551575
Cynthia,Lummis,R,WY,0.675,2023.0,X,38,3.0,2450.0,"You should be FREE to vote with your feet / $$$. A fear of free markets, sound money, and a distrust of Americans is fueling this. In this case, climate change is merely the excuse to increase control over consumer behavior via taxation.",risk,neutral,0.530463457107544,0,neutral,0.7755672335624695
Cynthia,Lummis,R,WY,0.675,2024.0,X,393,33.0,35500.0,"When climate extremists came to our doorstep, Wyoming slammed the door. It is clear Green New Deal energy policies aren’t welcome in the Cowboy State.",risk,neutral,0.6910615563392639,0,disapproval,0.5894688367843628
Cynthia,Lummis,R,WY,0.675,2024.0,X,452,57.0,11800.0,"Friendly reminder: the Biden-Harris administration has launched a full-scale assault on American energy, costing members of Wyoming’s energy industry their jobs and forcing Wyoming families to pay more at the pump all in the name of appealing to its radical climate change base.",risk,risk,0.7272738814353943,1,neutral,0.8572621941566467
Edward,Markey,D,MA,-0.503,2024.0,X,109,37.0,5411.0,"and I are at COP29 because just like climate change won’t be solved by any one president, climate action won’t be stopped by any one president. We have to keep fighting for bold climate action on a global scale.",opportunity,neutral,0.7704256772994995,0,neutral,0.43653619289398193
Edward,Markey,D,MA,-0.503,2024.0,X,26,5.0,2243.0,"It was an honor to meet with , Australia’s minister for climate change and energy. Our efforts to innovate and collaborate on climate action won’t stop—we're working together across the planet to protect it.",opportunity,opportunity,0.575382649898529,1,admiration,0.3886476457118988
Edward,Markey,D,MA,-0.503,2024.0,X,17,3.0,3760.0,Trump denies climate change but he can’t deny the Inflation Reduction Act is a massive job creator and money saver in red and blue states.,opportunity,neutral,0.6597276329994202,0,neutral,0.8000825643539429
